Planning,KAP-Buy-Service,https://gitlab.com/kohls/mma/merchandising/planning/assortment-planning/kap-buy-service
Planning,KAP-Assortment-Planning-Batch,https://gitlab.com/kohls/mma/merchandising/planning/assortment-planning/kap-assortment-planning-batch
Planning,KAP-Assortment-Service,https://gitlab.com/kohls/mma/merchandising/planning/assortment-planning/kap-assortment-service
Planning,KAP-Profile-Service,https://gitlab.com/kohls/mma/merchandising/planning/assortment-planning/kap-profile-service
Planning,KAP-Admin-Service,https://gitlab.com/kohls/mma/merchandising/planning/assortment-planning/kap-admin-service
Planning,KAP-Mongo-Config,https://gitlab.com/kohls/mma/merchandising/planning/kap-mongo-config
Planning,Planning-Hero,https://gitlab.com/kohls/mma/merchandising/planning/planning-hero
Planning,KPS_Batch_Admin,https://gitlab.com/kohls/mma/merchandising/planning/kps_batch_admin
Planning,Security-Utils,https://gitlab.com/kohls/mma/merchandising/planning/security-utils
Planning,Exception-Utils,https://gitlab.com/kohls/mma/merchandising/planning/exception-utils
Planning,Mongo-Utils,https://gitlab.com/kohls/mma/merchandising/planning/mongo-utils
Planning,Planning Airflow,https://gitlab.com/kohls/mma/merchandising/planning/planning-data-mart/planning-airflow
Merch Financial Planning,mfp-inbound-ml-service,https://gitlab.com/kohls/products/merch-financial-planning/inbound/mfp-inbound-ml-service
Merch Financial Planning,mfp-inbound-kdp-service,https://gitlab.com/kohls/products/merch-financial-planning/inbound/mfp-inbound-kdp-service
Merch Financial Planning,mfp-planning-data-load,https://gitlab.com/kohls/products/merch-financial-planning/inbound/mfp-planning-data-load
Merch Financial Planning,merch-mfp-inbound,https://gitlab.com/kohls/products/merch-financial-planning/inbound/merch-mfp-inbound
Merch Financial Planning,mfp-on-order,https://gitlab.com/kohls/products/merch-financial-planning/mfp-on-order
Merch Financial Planning,mfp-receipts,https://gitlab.com/kohls/products/merch-financial-planning/mfp-receipts
Merch Financial Planning,mfp-inventory,https://gitlab.com/kohls/products/merch-financial-planning/mfp-inventory
Merch Financial Planning,mfp-markdowns,https://gitlab.com/kohls/products/merch-financial-planning/mfp-markdowns
Merch Financial Planning,mfp-demand-sales,https://gitlab.com/kohls/products/merch-financial-planning/mfp-demand-sales
Merch Financial Planning,mfp-shipping-cost,https://gitlab.com/kohls/products/merch-financial-planning/mfp-shipping-cost
Merch Financial Planning,mfp-sales,https://gitlab.com/kohls/products/merch-financial-planning/mfp-sales
Merch Financial Planning,merch-mfp Data Service,https://gitlab.com/kohls/products/merch-financial-planning/merch-mfp-ds
Merch Financial Planning,mfp-calendar,https://gitlab.com/kohls/products/merch-financial-planning/mfp-calendar
Merch Financial Planning,mfp-item-hierarchy,https://gitlab.com/kohls/products/merch-financial-planning/mfp-item-hierarchy
Merch Financial Planning,merch-mfp-outbound,https://gitlab.com/kohls/products/merch-financial-planning/merch-mfp-outbound
Merch Financial Planning,product-config,https://gitlab.com/kohls/products/merch-financial-planning/product-config
